Id_Producto,Id_Tienda,INCUMPLIMIENTO
85p,278t,NO SE DETECTO INCUMPLIMIENTO
86p,278t,NO SE DETECTO INCUMPLIMIENTO
89p,278t,NO SE DETECTO INCUMPLIMIENTO
92p,278t,NO SE DETECTO INCUMPLIMIENTO
93p,278t,NO SE DETECTO INCUMPLIMIENTO
101p,278t,NO SE DETECTO INCUMPLIMIENTO
103p,278t,NO SE DETECTO INCUMPLIMIENTO
104p,278t,NO SE DETECTO INCUMPLIMIENTO
113p,278t,NO SE DETECTO INCUMPLIMIENTO
114p,278t,NO SE DETECTO INCUMPLIMIENTO
115p,278t,NO SE DETECTO INCUMPLIMIENTO
118p,278t,NO SE DETECTO INCUMPLIMIENTO
120p,278t,NO SE DETECTO INCUMPLIMIENTO
146p,278t,NO SE DETECTO INCUMPLIMIENTO
182p,278t,NO SE DETECTO INCUMPLIMIENTO
241p,278t,CARECE DEL CERTIFICADO DE CONFORMIDAD CON LA NORMA
241p,278t,NO SE DETECTO INCUMPLIMIENTO
242p,278t,carece de certificado de cumplimiento de la norma
242p,278t,NO SE DETECTO INCUMPLIMIENTO
243p,278t,Carece de certificado de cumplimiento de la norma
243p,278t,NO SE DETECTO INCUMPLIMIENTO
246p,278t,NO SE DETECTO INCUMPLIMIENTO
250p,278t,NO SE DETECTO INCUMPLIMIENTO
1p,5079t,Carece de nombre y domicilio fiscal del fabricante o importador
4p,5079t,Carece del domicilio fiscal del importador y/o fabricante.
1p,5341t,NO SE DETECTO INCUMPLIMIENTO
61p,5341t,NO SE DETECTO INCUMPLIMIENTO
1p,5382t,NO SE DETECTO INCUMPLIMIENTO
61p,5382t,NO SE DETECTO INCUMPLIMIENTO
69p,5382t,NO SE DETECTO INCUMPLIMIENTO
250p,5382t,NO SE DETECTO INCUMPLIMIENTO
1p,5395t,NO SE DETECTO INCUMPLIMIENTO
1p,5453t,NO SE DETECTO INCUMPLIMIENTO
1p,5403t,NO SE DETECTO INCUMPLIMIENTO
4p,5403t,NO SE DETECTO INCUMPLIMIENTO
1p,5510t,NO SE DETECTO INCUMPLIMIENTO
93p,5510t,NO SE DETECTO INCUMPLIMIENTO
1p,5511t,NO SE DETECTO INCUMPLIMIENTO
61p,5511t,NO SE DETECTO INCUMPLIMIENTO
1p,5512t,NO SE DETECTO INCUMPLIMIENTO
61p,5512t,NO SE DETECTO INCUMPLIMIENTO
1p,5513t,NO SE DETECTO INCUMPLIMIENTO
1p,5514t,NO SE DETECTO INCUMPLIMIENTO
1p,5519t,NO SE DETECTO INCUMPLIMIENTO
1p,5520t,NO SE DETECTO INCUMPLIMIENTO
1p,5531t,NO SE DETECTO INCUMPLIMIENTO
1p,5533t,NO SE DETECTO INCUMPLIMIENTO
61p,5533t,NO SE DETECTO INCUMPLIMIENTO
1p,5526t,NO SE DETECTO INCUMPLIMIENTO
4p,5526t,NO SE DETECTO INCUMPLIMIENTO
1p,5536t,NO SE DETECTO INCUMPLIMIENTO
1p,5538t,NO SE DETECTO INCUMPLIMIENTO
1p,5540t,NO SE DETECTO INCUMPLIMIENTO
1p,5543t,NO SE DETECTO INCUMPLIMIENTO
1p,3770t,NO SE DETECTO INCUMPLIMIENTO
54p,3770t,NO SE DETECTO INCUMPLIMIENTO
61p,3770t,NO SE DETECTO INCUMPLIMIENTO
93p,3770t,NO SE DETECTO INCUMPLIMIENTO
1p,5546t,NO SE DETECTO INCUMPLIMIENTO
56p,5546t,NO SE DETECTO INCUMPLIMIENTO
1p,5575t,NO SE DETECTO INCUMPLIMIENTO
1p,5843t,NO SE DETECTO INCUMPLIMIENTO
1p,5858t,NO SE DETECTO INCUMPLIMIENTO
1p,5893t,Carece del domicilio fiscal del importador y/o fabricante.
4p,5893t,Carece del domicilio fiscal del importador y/o fabricante.
1p,5894t,NO SE DETECTO INCUMPLIMIENTO
1p,5910t,NO SE DETECTO INCUMPLIMIENTO
4p,5910t,NO SE DETECTO INCUMPLIMIENTO
1p,5936t,NO SE DETECTO INCUMPLIMIENTO
1p,4961t,NO SE DETECTO INCUMPLIMIENTO
54p,4961t,NO SE DETECTO INCUMPLIMIENTO
1p,1425t,NO SE DETECTO INCUMPLIMIENTO
153p,1425t,NO SE DETECTO INCUMPLIMIENTO
1p,6066t,NO SE DETECTO INCUMPLIMIENTO
4p,6066t,NO SE DETECTO INCUMPLIMIENTO
1p,6099t,NO SE DETECTO INCUMPLIMIENTO
1p,6111t,NO SE DETECTO INCUMPLIMIENTO
3p,6111t,NO SE DETECTO INCUMPLIMIENTO
1p,6132t,NO SE DETECTO INCUMPLIMIENTO
1p,6135t,NO SE DETECTO INCUMPLIMIENTO
1p,6135t,Carece del domicilio fiscal del importador y/o fabricante.
4p,6135t,NO SE DETECTO INCUMPLIMIENTO
4p,6135t,Ostenta en forma incompleta el domicilio fiscal del fabricante y/o importador.
1p,6242t,NO SE DETECTO INCUMPLIMIENTO
1p,6245t,NO SE DETECTO INCUMPLIMIENTO
1p,6343t,NO SE DETECTO INCUMPLIMIENTO
1p,6377t,NO SE DETECTO INCUMPLIMIENTO
1p,6397t,NO SE DETECTO INCUMPLIMIENTO
4p,6397t,Carece de nombre  denominacion o razon social  asi como  R.F.C. del fabricante o importador
61p,6397t,NO SE DETECTO INCUMPLIMIENTO
1p,6414t,NO SE DETECTO INCUMPLIMIENTO
1p,6431t,NO SE DETECTO INCUMPLIMIENTO
194p,6431t,NO SE DETECTO INCUMPLIMIENTO
1p,6546t,NO SE DETECTO INCUMPLIMIENTO
1p,6577t,NO SE DETECTO INCUMPLIMIENTO
1p,6628t,NO SE DETECTO INCUMPLIMIENTO
63p,6628t,NO SE DETECTO INCUMPLIMIENTO
139p,6628t,NO SE DETECTO INCUMPLIMIENTO
1p,6644t,NO SE DETECTO INCUMPLIMIENTO
146p,6644t,NO SE DETECTO INCUMPLIMIENTO
1p,6647t,NO SE DETECTO INCUMPLIMIENTO
1p,6649t,NO SE DETECTO INCUMPLIMIENTO
1p,6652t,Carece de nombre  denominacion o razon social  asi como  R.F.C. del fabricante o importador
1p,6652t,Carece de pais de origen
146p,6652t,Carece de pais de origen
1p,6661t,NO SE DETECTO INCUMPLIMIENTO
1p,6663t,NO SE DETECTO INCUMPLIMIENTO
1p,6667t,Carece del domicilio fiscal del importador y/o fabricante.
1p,6688t,NO SE DETECTO INCUMPLIMIENTO
3p,6688t,NO SE DETECTO INCUMPLIMIENTO
54p,6688t,NO SE DETECTO INCUMPLIMIENTO
91p,6688t,NO SE DETECTO INCUMPLIMIENTO
1p,6716t,NO SE DETECTO INCUMPLIMIENTO
1p,7390t,NO SE DETECTO INCUMPLIMIENTO
3p,7390t,NO SE DETECTO INCUMPLIMIENTO
42p,7390t,NO SE DETECTO INCUMPLIMIENTO
1p,8247t,NO SE DETECTO INCUMPLIMIENTO
1p,8256t,NO SE DETECTO INCUMPLIMIENTO
33p,8256t,NO SE DETECTO INCUMPLIMIENTO
1p,8383t,NO SE DETECTO INCUMPLIMIENTO
1p,8384t,NO SE DETECTO INCUMPLIMIENTO
1p,8385t,NO SE DETECTO INCUMPLIMIENTO
1p,8662t,NO SE DETECTO INCUMPLIMIENTO
4p,8662t,NO SE DETECTO INCUMPLIMIENTO
93p,8662t,NO SE DETECTO INCUMPLIMIENTO
1p,8780t,NO SE DETECTO INCUMPLIMIENTO
91p,8780t,NO SE DETECTO INCUMPLIMIENTO
104p,8780t,NO SE DETECTO INCUMPLIMIENTO
1p,8793t,NO SE DETECTO INCUMPLIMIENTO
1p,8657t,NO SE DETECTO INCUMPLIMIENTO
4p,8657t,NO SE DETECTO INCUMPLIMIENTO
104p,8657t,NO SE DETECTO INCUMPLIMIENTO
1p,9766t,NO SE DETECTO INCUMPLIMIENTO
1p,10470t,NO SE DETECTO INCUMPLIMIENTO
61p,10470t,NO SE DETECTO INCUMPLIMIENTO
93p,10470t,NO SE DETECTO INCUMPLIMIENTO
1p,10567t,NO SE DETECTO INCUMPLIMIENTO
4p,10567t,NO SE DETECTO INCUMPLIMIENTO
61p,10567t,NO SE DETECTO INCUMPLIMIENTO
1p,10532t,NO SE DETECTO INCUMPLIMIENTO
9p,10532t,NO SE DETECTO INCUMPLIMIENTO
13p,10532t,NO SE DETECTO INCUMPLIMIENTO
25p,10532t,NO SE DETECTO INCUMPLIMIENTO
101p,10532t,NO SE DETECTO INCUMPLIMIENTO
149p,10532t,NO SE DETECTO INCUMPLIMIENTO
288p,10532t,NO SE DETECTO INCUMPLIMIENTO
1p,10533t,NO SE DETECTO INCUMPLIMIENTO
4p,10533t,NO SE DETECTO INCUMPLIMIENTO
25p,10533t,NO SE DETECTO INCUMPLIMIENTO
39p,10533t,NO SE DETECTO INCUMPLIMIENTO
61p,10533t,NO SE DETECTO INCUMPLIMIENTO
101p,10533t,NO SE DETECTO INCUMPLIMIENTO
1p,10639t,NO SE DETECTO INCUMPLIMIENTO
85p,10639t,NO SE DETECTO INCUMPLIMIENTO
101p,10639t,NO SE DETECTO INCUMPLIMIENTO
173p,10639t,NO SE DETECTO INCUMPLIMIENTO
207p,10639t,NO SE DETECTO INCUMPLIMIENTO
1p,10576t,NO SE DETECTO INCUMPLIMIENTO
3p,10576t,NO SE DETECTO INCUMPLIMIENTO
4p,10576t,NO SE DETECTO INCUMPLIMIENTO
1p,10733t,NO SE DETECTO INCUMPLIMIENTO
4p,10733t,NO SE DETECTO INCUMPLIMIENTO
61p,10733t,NO SE DETECTO INCUMPLIMIENTO
1p,10738t,NO SE DETECTO INCUMPLIMIENTO
4p,10738t,NO SE DETECTO INCUMPLIMIENTO
61p,10738t,NO SE DETECTO INCUMPLIMIENTO
1p,10746t,NO SE DETECTO INCUMPLIMIENTO
1p,10553t,NO SE DETECTO INCUMPLIMIENTO
4p,10553t,NO SE DETECTO INCUMPLIMIENTO
61p,10553t,NO SE DETECTO INCUMPLIMIENTO
104p,10553t,NO SE DETECTO INCUMPLIMIENTO
2p,2t,NO SE DETECTO INCUMPLIMIENTO
2p,3t,NO SE DETECTO INCUMPLIMIENTO
2p,4t,NO SE DETECTO INCUMPLIMIENTO
2p,5t,NO SE DETECTO INCUMPLIMIENTO
2p,10t,NO SE DETECTO INCUMPLIMIENTO
2p,11t,NO SE DETECTO INCUMPLIMIENTO
2p,12t,NO SE DETECTO INCUMPLIMIENTO
2p,14t,NO SE DETECTO INCUMPLIMIENTO
6p,14t,NO SE DETECTO INCUMPLIMIENTO
8p,14t,NO SE DETECTO INCUMPLIMIENTO
2p,15t,NO SE DETECTO INCUMPLIMIENTO
6p,15t,NO SE DETECTO INCUMPLIMIENTO
8p,15t,NO SE DETECTO INCUMPLIMIENTO
2p,21t,NO SE DETECTO INCUMPLIMIENTO
5p,21t,NO SE DETECTO INCUMPLIMIENTO
6p,21t,NO SE DETECTO INCUMPLIMIENTO
13p,21t,NO SE DETECTO INCUMPLIMIENTO
16p,21t,NO SE DETECTO INCUMPLIMIENTO
17p,21t,NO SE DETECTO INCUMPLIMIENTO
18p,21t,NO SE DETECTO INCUMPLIMIENTO
23p,21t,NO SE DETECTO INCUMPLIMIENTO
30p,21t,NO SE DETECTO INCUMPLIMIENTO
43p,21t,NO SE DETECTO INCUMPLIMIENTO
84p,21t,NO SE DETECTO INCUMPLIMIENTO
107p,21t,NO SE DETECTO INCUMPLIMIENTO
108p,21t,NO SE DETECTO INCUMPLIMIENTO
122p,21t,NO SE DETECTO INCUMPLIMIENTO
130p,21t,NO SE DETECTO INCUMPLIMIENTO
179p,21t,NO SE DETECTO INCUMPLIMIENTO
222p,21t,NO SE DETECTO INCUMPLIMIENTO
249p,21t,NO SE DETECTO INCUMPLIMIENTO
2p,22t,NO SE DETECTO INCUMPLIMIENTO
6p,22t,NO SE DETECTO INCUMPLIMIENTO
2p,23t,NO SE DETECTO INCUMPLIMIENTO
6p,23t,NO SE DETECTO INCUMPLIMIENTO
2p,24t,NO SE DETECTO INCUMPLIMIENTO
6p,24t,NO SE DETECTO INCUMPLIMIENTO
17p,24t,NO SE DETECTO INCUMPLIMIENTO
2p,27t,NO SE DETECTO INCUMPLIMIENTO
6p,27t,NO SE DETECTO INCUMPLIMIENTO
10p,27t,NO SE DETECTO INCUMPLIMIENTO
13p,27t,NO SE DETECTO INCUMPLIMIENTO
15p,27t,NO SE DETECTO INCUMPLIMIENTO
18p,27t,NO SE DETECTO INCUMPLIMIENTO
40p,27t,NO SE DETECTO INCUMPLIMIENTO
43p,27t,NO SE DETECTO INCUMPLIMIENTO
94p,27t,NO SE DETECTO INCUMPLIMIENTO
128p,27t,NO SE DETECTO INCUMPLIMIENTO
130p,27t,NO SE DETECTO INCUMPLIMIENTO
131p,27t,NO SE DETECTO INCUMPLIMIENTO
142p,27t,NO SE DETECTO INCUMPLIMIENTO
150p,27t,NO SE DETECTO INCUMPLIMIENTO
231p,27t,NO SE DETECTO INCUMPLIMIENTO
2p,37t,NO SE DETECTO INCUMPLIMIENTO
6p,37t,NO SE DETECTO INCUMPLIMIENTO
2p,38t,NO SE DETECTO INCUMPLIMIENTO
6p,38t,NO SE DETECTO INCUMPLIMIENTO
2p,39t,NO SE DETECTO INCUMPLIMIENTO
6p,39t,NO SE DETECTO INCUMPLIMIENTO
2p,45t,NO SE DETECTO INCUMPLIMIENTO
6p,45t,NO SE DETECTO INCUMPLIMIENTO
2p,46t,NO SE DETECTO INCUMPLIMIENTO
6p,46t,NO SE DETECTO INCUMPLIMIENTO
2p,47t,NO SE DETECTO INCUMPLIMIENTO
6p,47t,NO SE DETECTO INCUMPLIMIENTO
2p,49t,NO SE DETECTO INCUMPLIMIENTO
2p,52t,NO SE DETECTO INCUMPLIMIENTO
2p,54t,NO SE DETECTO INCUMPLIMIENTO
2p,56t,NO SE DETECTO INCUMPLIMIENTO
2p,57t,NO SE DETECTO INCUMPLIMIENTO
2p,59t,NO SE DETECTO INCUMPLIMIENTO
2p,61t,NO SE DETECTO INCUMPLIMIENTO
2p,62t,NO SE DETECTO INCUMPLIMIENTO
6p,62t,NO SE DETECTO INCUMPLIMIENTO
2p,65t,NO SE DETECTO INCUMPLIMIENTO
2p,66t,NO SE DETECTO INCUMPLIMIENTO
2p,74t,NO SE DETECTO INCUMPLIMIENTO
2p,82t,NO SE DETECTO INCUMPLIMIENTO
2p,578t,NO SE DETECTO INCUMPLIMIENTO
31p,578t,NO SE DETECTO INCUMPLIMIENTO
2p,592t,NO SE DETECTO INCUMPLIMIENTO
5p,592t,NO SE DETECTO INCUMPLIMIENTO
2p,596t,NO SE DETECTO INCUMPLIMIENTO
2p,598t,NO SE DETECTO INCUMPLIMIENTO
25p,598t,NO SE DETECTO INCUMPLIMIENTO
2p,836t,NO SE DETECTO INCUMPLIMIENTO
47p,836t,NO SE DETECTO INCUMPLIMIENTO
2p,1061t,NO SE DETECTO INCUMPLIMIENTO
2p,1149t,NO SE DETECTO INCUMPLIMIENTO
2p,1506t,NO SE DETECTO INCUMPLIMIENTO
5p,1506t,NO SE DETECTO INCUMPLIMIENTO
6p,1506t,NO SE DETECTO INCUMPLIMIENTO
2p,1507t,NO SE DETECTO INCUMPLIMIENTO
5p,1507t,NO SE DETECTO INCUMPLIMIENTO
6p,1507t,NO SE DETECTO INCUMPLIMIENTO
2p,1508t,NO SE DETECTO INCUMPLIMIENTO
5p,1508t,NO SE DETECTO INCUMPLIMIENTO
6p,1508t,NO SE DETECTO INCUMPLIMIENTO
155p,1508t,NO SE DETECTO INCUMPLIMIENTO
2p,1509t,NO SE DETECTO INCUMPLIMIENTO
5p,1509t,NO SE DETECTO INCUMPLIMIENTO
6p,1509t,NO SE DETECTO INCUMPLIMIENTO
24p,1509t,NO SE DETECTO INCUMPLIMIENTO
31p,1509t,NO SE DETECTO INCUMPLIMIENTO
40p,1509t,NO SE DETECTO INCUMPLIMIENTO
2p,1513t,NO SE DETECTO INCUMPLIMIENTO
6p,1513t,NO SE DETECTO INCUMPLIMIENTO
2p,1514t,NO SE DETECTO INCUMPLIMIENTO
6p,1514t,NO SE DETECTO INCUMPLIMIENTO
108p,1514t,NO SE DETECTO INCUMPLIMIENTO
112p,1514t,NO SE DETECTO INCUMPLIMIENTO
2p,1515t,NO SE DETECTO INCUMPLIMIENTO
6p,1515t,NO SE DETECTO INCUMPLIMIENTO
28p,1515t,NO SE DETECTO INCUMPLIMIENTO
122p,1515t,NO SE DETECTO INCUMPLIMIENTO
2p,1517t,NO SE DETECTO INCUMPLIMIENTO
5p,1517t,NO SE DETECTO INCUMPLIMIENTO
6p,1517t,NO SE DETECTO INCUMPLIMIENTO
2p,1519t,NO SE DETECTO INCUMPLIMIENTO
5p,1519t,NO SE DETECTO INCUMPLIMIENTO
24p,1519t,NO SE DETECTO INCUMPLIMIENTO
156p,1519t,NO SE DETECTO INCUMPLIMIENTO
2p,1520t,NO SE DETECTO INCUMPLIMIENTO
5p,1520t,NO SE DETECTO INCUMPLIMIENTO
6p,1520t,NO SE DETECTO INCUMPLIMIENTO
19p,1520t,NO SE DETECTO INCUMPLIMIENTO
24p,1520t,NO SE DETECTO INCUMPLIMIENTO
156p,1520t,NO SE DETECTO INCUMPLIMIENTO
2p,1527t,NO SE DETECTO INCUMPLIMIENTO
24p,1527t,NO SE DETECTO INCUMPLIMIENTO
47p,1527t,NO SE DETECTO INCUMPLIMIENTO
75p,1527t,NO SE DETECTO INCUMPLIMIENTO
158p,1527t,NO SE DETECTO INCUMPLIMIENTO
2p,1530t,NO SE DETECTO INCUMPLIMIENTO
24p,1530t,NO SE DETECTO INCUMPLIMIENTO
31p,1530t,NO SE DETECTO INCUMPLIMIENTO
43p,1530t,NO SE DETECTO INCUMPLIMIENTO
46p,1530t,NO SE DETECTO INCUMPLIMIENTO
108p,1530t,NO SE DETECTO INCUMPLIMIENTO
122p,1530t,NO SE DETECTO INCUMPLIMIENTO
296p,1530t,NO SE DETECTO INCUMPLIMIENTO
2p,1531t,NO SE DETECTO INCUMPLIMIENTO
24p,1531t,NO SE DETECTO INCUMPLIMIENTO
31p,1531t,NO SE DETECTO INCUMPLIMIENTO
46p,1531t,NO SE DETECTO INCUMPLIMIENTO
112p,1531t,NO SE DETECTO INCUMPLIMIENTO
143p,1531t,NO SE DETECTO INCUMPLIMIENTO
2p,1556t,NO SE DETECTO INCUMPLIMIENTO
5p,1556t,NO SE DETECTO INCUMPLIMIENTO
24p,1556t,NO SE DETECTO INCUMPLIMIENTO
158p,1556t,NO SE DETECTO INCUMPLIMIENTO
2p,1559t,NO SE DETECTO INCUMPLIMIENTO
24p,1559t,NO SE DETECTO INCUMPLIMIENTO
2p,1560t,NO SE DETECTO INCUMPLIMIENTO
24p,1560t,NO SE DETECTO INCUMPLIMIENTO
31p,1560t,NO SE DETECTO INCUMPLIMIENTO
2p,1566t,NO SE DETECTO INCUMPLIMIENTO
24p,1566t,NO SE DETECTO INCUMPLIMIENTO
31p,1566t,NO SE DETECTO INCUMPLIMIENTO
165p,1566t,NO SE DETECTO INCUMPLIMIENTO
2p,1569t,NO SE DETECTO INCUMPLIMIENTO
6p,1569t,NO SE DETECTO INCUMPLIMIENTO
17p,1569t,NO SE DETECTO INCUMPLIMIENTO
2p,1601t,NO SE DETECTO INCUMPLIMIENTO
24p,1601t,NO SE DETECTO INCUMPLIMIENTO
2p,1607t,NO SE DETECTO INCUMPLIMIENTO
5p,1607t,NO SE DETECTO INCUMPLIMIENTO
24p,1607t,NO SE DETECTO INCUMPLIMIENTO
2p,1610t,NO SE DETECTO INCUMPLIMIENTO
6p,1610t,NO SE DETECTO INCUMPLIMIENTO
17p,1610t,NO SE DETECTO INCUMPLIMIENTO
2p,1626t,NO SE DETECTO INCUMPLIMIENTO
5p,1626t,NO SE DETECTO INCUMPLIMIENTO
8p,1626t,NO SE DETECTO INCUMPLIMIENTO
8p,1626t,Carece de certificado vigente expedido por el organismo de certificaci¾n acreditado.
24p,1626t,NO SE DETECTO INCUMPLIMIENTO
172p,1626t,NO SE DETECTO INCUMPLIMIENTO
2p,1628t,NO SE DETECTO INCUMPLIMIENTO
24p,1628t,NO SE DETECTO INCUMPLIMIENTO
31p,1628t,NO SE DETECTO INCUMPLIMIENTO
158p,1628t,NO SE DETECTO INCUMPLIMIENTO
2p,1632t,NO SE DETECTO INCUMPLIMIENTO
24p,1632t,NO SE DETECTO INCUMPLIMIENTO
31p,1632t,NO SE DETECTO INCUMPLIMIENTO
2p,1635t,NO SE DETECTO INCUMPLIMIENTO
24p,1635t,NO SE DETECTO INCUMPLIMIENTO
2p,1636t,NO SE DETECTO INCUMPLIMIENTO
6p,1636t,NO SE DETECTO INCUMPLIMIENTO
9p,1636t,NO SE DETECTO INCUMPLIMIENTO
24p,1636t,NO SE DETECTO INCUMPLIMIENTO
31p,1636t,NO SE DETECTO INCUMPLIMIENTO
46p,1636t,NO SE DETECTO INCUMPLIMIENTO
51p,1636t,NO SE DETECTO INCUMPLIMIENTO
157p,1636t,NO SE DETECTO INCUMPLIMIENTO
2p,1638t,NO SE DETECTO INCUMPLIMIENTO
5p,1638t,NO SE DETECTO INCUMPLIMIENTO
24p,1638t,NO SE DETECTO INCUMPLIMIENTO
31p,1638t,NO SE DETECTO INCUMPLIMIENTO
55p,1638t,NO SE DETECTO INCUMPLIMIENTO
2p,1639t,NO SE DETECTO INCUMPLIMIENTO
24p,1639t,NO SE DETECTO INCUMPLIMIENTO
31p,1639t,NO SE DETECTO INCUMPLIMIENTO
65p,1639t,NO SE DETECTO INCUMPLIMIENTO
155p,1639t,NO SE DETECTO INCUMPLIMIENTO
2p,1666t,NO SE DETECTO INCUMPLIMIENTO
65p,1666t,NO SE DETECTO INCUMPLIMIENTO
2p,1691t,NO SE DETECTO INCUMPLIMIENTO
5p,1691t,NO SE DETECTO INCUMPLIMIENTO
24p,1691t,NO SE DETECTO INCUMPLIMIENTO
2p,561t,NO SE DETECTO INCUMPLIMIENTO
5p,561t,NO SE DETECTO INCUMPLIMIENTO
6p,561t,NO SE DETECTO INCUMPLIMIENTO
7p,561t,NO SE DETECTO INCUMPLIMIENTO
9p,561t,NO SE DETECTO INCUMPLIMIENTO
10p,561t,NO SE DETECTO INCUMPLIMIENTO
11p,561t,NO SE DETECTO INCUMPLIMIENTO
13p,561t,NO SE DETECTO INCUMPLIMIENTO
14p,561t,NO SE DETECTO INCUMPLIMIENTO
15p,561t,NO SE DETECTO INCUMPLIMIENTO
16p,561t,NO SE DETECTO INCUMPLIMIENTO
17p,561t,NO SE DETECTO INCUMPLIMIENTO
18p,561t,NO SE DETECTO INCUMPLIMIENTO
19p,561t,NO SE DETECTO INCUMPLIMIENTO
21p,561t,No exhibe dÝa de inicio y tUrmino de la Promocion
21p,561t,NO INDICA LA COBERTURA GEOGRAFICA DE LA PROMOCION
21p,561t,NO SE DETECTO INCUMPLIMIENTO
23p,561t,NO SE DETECTO INCUMPLIMIENTO
24p,561t,NO SE DETECTO INCUMPLIMIENTO
28p,561t,NO SE DETECTO INCUMPLIMIENTO
30p,561t,NO SE DETECTO INCUMPLIMIENTO
31p,561t,NO SE DETECTO INCUMPLIMIENTO
32p,561t,NO SE DETECTO INCUMPLIMIENTO
40p,561t,NO SE DETECTO INCUMPLIMIENTO
42p,561t,NO SE DETECTO INCUMPLIMIENTO
43p,561t,NO SE DETECTO INCUMPLIMIENTO
46p,561t,NO SE DETECTO INCUMPLIMIENTO
47p,561t,NO SE DETECTO INCUMPLIMIENTO
51p,561t,NO SE DETECTO INCUMPLIMIENTO
55p,561t,NO SE DETECTO INCUMPLIMIENTO
57p,561t,NO SE DETECTO INCUMPLIMIENTO
64p,561t,NO SE DETECTO INCUMPLIMIENTO
65p,561t,NO SE DETECTO INCUMPLIMIENTO
65p,561t,Carece de leyendas precautorias Conforme a la NOM-142-SSA1-1995
66p,561t,NO SE DETECTO INCUMPLIMIENTO
73p,561t,NO SE DETECTO INCUMPLIMIENTO
75p,561t,NO SE DETECTO INCUMPLIMIENTO
75p,561t,Carece de leyendas precautorias Conforme a la NOM-142-SSA1-1995
75p,561t,Carece de la leyenda 100% de uva
84p,561t,NO SE DETECTO INCUMPLIMIENTO
87p,561t,NO SE DETECTO INCUMPLIMIENTO
94p,561t,NO SE DETECTO INCUMPLIMIENTO
102p,561t,NO SE DETECTO INCUMPLIMIENTO
107p,561t,NO SE DETECTO INCUMPLIMIENTO
108p,561t,NO SE DETECTO INCUMPLIMIENTO
109p,561t,NO SE DETECTO INCUMPLIMIENTO
110p,561t,NO SE DETECTO INCUMPLIMIENTO
112p,561t,NO SE DETECTO INCUMPLIMIENTO
122p,561t,NO SE DETECTO INCUMPLIMIENTO
127p,561t,NO SE DETECTO INCUMPLIMIENTO
128p,561t,NO SE DETECTO INCUMPLIMIENTO
129p,561t,NO SE DETECTO INCUMPLIMIENTO
130p,561t,NO SE DETECTO INCUMPLIMIENTO
131p,561t,NO SE DETECTO INCUMPLIMIENTO
134p,561t,NO SE DETECTO INCUMPLIMIENTO
138p,561t,NO SE DETECTO INCUMPLIMIENTO
140p,561t,NO SE DETECTO INCUMPLIMIENTO
142p,561t,NO SE DETECTO INCUMPLIMIENTO
143p,561t,NO SE DETECTO INCUMPLIMIENTO
147p,561t,NO SE DETECTO INCUMPLIMIENTO
149p,561t,NO SE DETECTO INCUMPLIMIENTO
150p,561t,NO SE DETECTO INCUMPLIMIENTO
159p,561t,NO SE DETECTO INCUMPLIMIENTO
203p,561t,NO SE DETECTO INCUMPLIMIENTO
216p,561t,NO SE DETECTO INCUMPLIMIENTO
220p,561t,NO SE DETECTO INCUMPLIMIENTO
221p,561t,NO SE DETECTO INCUMPLIMIENTO
222p,561t,NO SE DETECTO INCUMPLIMIENTO
265p,561t,NO SE DETECTO INCUMPLIMIENTO
290p,561t,NO SE DETECTO INCUMPLIMIENTO
2p,1692t,NO SE DETECTO INCUMPLIMIENTO
5p,1692t,NO SE DETECTO INCUMPLIMIENTO
6p,1692t,NO SE DETECTO INCUMPLIMIENTO
7p,1692t,NO SE DETECTO INCUMPLIMIENTO
9p,1692t,NO SE DETECTO INCUMPLIMIENTO
13p,1692t,NO SE DETECTO INCUMPLIMIENTO
15p,1692t,NO SE DETECTO INCUMPLIMIENTO
17p,1692t,NO SE DETECTO INCUMPLIMIENTO
24p,1692t,NO SE DETECTO INCUMPLIMIENTO
26p,1692t,NO SE DETECTO INCUMPLIMIENTO
31p,1692t,NO SE DETECTO INCUMPLIMIENTO
41p,1692t,NO SE DETECTO INCUMPLIMIENTO
43p,1692t,NO SE DETECTO INCUMPLIMIENTO
46p,1692t,NO SE DETECTO INCUMPLIMIENTO
51p,1692t,NO SE DETECTO INCUMPLIMIENTO
52p,1692t,NO SE DETECTO INCUMPLIMIENTO
55p,1692t,NO SE DETECTO INCUMPLIMIENTO
57p,1692t,NO SE DETECTO INCUMPLIMIENTO
58p,1692t,NO SE DETECTO INCUMPLIMIENTO
63p,1692t,NO SE DETECTO INCUMPLIMIENTO
94p,1692t,NO SE DETECTO INCUMPLIMIENTO
108p,1692t,NO SE DETECTO INCUMPLIMIENTO
109p,1692t,NO SE DETECTO INCUMPLIMIENTO
112p,1692t,NO SE DETECTO INCUMPLIMIENTO
122p,1692t,NO SE DETECTO INCUMPLIMIENTO
128p,1692t,NO SE DETECTO INCUMPLIMIENTO
129p,1692t,NO SE DETECTO INCUMPLIMIENTO
130p,1692t,NO SE DETECTO INCUMPLIMIENTO
131p,1692t,NO SE DETECTO INCUMPLIMIENTO
140p,1692t,NO SE DETECTO INCUMPLIMIENTO
150p,1692t,NO SE DETECTO INCUMPLIMIENTO
163p,1692t,NO SE DETECTO INCUMPLIMIENTO
179p,1692t,NO SE DETECTO INCUMPLIMIENTO
209p,1692t,NO SE DETECTO INCUMPLIMIENTO
2p,1722t,NO SE DETECTO INCUMPLIMIENTO
