Id_Producto,Id_Tienda,INCUMPLIMIENTO
38p,3695t,Carece de paÝs de origen ( puede presentarse en etiqueta o cintillo )
38p,3696t,NO SE DETECTO INCUMPLIMIENTO
38p,3697t,NO SE DETECTO INCUMPLIMIENTO
38p,3702t,NO SE DETECTO INCUMPLIMIENTO
38p,3703t,NO SE DETECTO INCUMPLIMIENTO
38p,3704t,NO SE DETECTO INCUMPLIMIENTO
38p,3705t,NO SE DETECTO INCUMPLIMIENTO
38p,3706t,Carece de paÝs de origen ( puede presentarse en etiqueta o cintillo )
38p,3708t,NO SE DETECTO INCUMPLIMIENTO
38p,3708t,Carece de paÝs de origen ( puede presentarse en etiqueta o cintillo )
38p,3709t,NO SE DETECTO INCUMPLIMIENTO
38p,3710t,Carece de paÝs de origen ( puede presentarse en etiqueta o cintillo )
38p,3710t,NO SE DETECTO INCUMPLIMIENTO
38p,3711t,NO SE DETECTO INCUMPLIMIENTO
38p,3712t,NO SE DETECTO INCUMPLIMIENTO
38p,3714t,NO SE DETECTO INCUMPLIMIENTO
38p,3875t,Carece de la  cantidad numerica que indique  la ley del metal
38p,3875t,NO SE DETECTO INCUMPLIMIENTO
38p,3876t,Carece de Informacion Comercial
38p,3876t,NO SE DETECTO INCUMPLIMIENTO
38p,3877t,NO SE DETECTO INCUMPLIMIENTO
38p,3886t,NO SE DETECTO INCUMPLIMIENTO
38p,3887t,NO SE DETECTO INCUMPLIMIENTO
38p,3888t,NO SE DETECTO INCUMPLIMIENTO
38p,3889t,NO SE DETECTO INCUMPLIMIENTO
38p,3891t,NO SE DETECTO INCUMPLIMIENTO
38p,3884t,NO SE DETECTO INCUMPLIMIENTO
63p,3884t,NO SE DETECTO INCUMPLIMIENTO
38p,4187t,NO SE DETECTO INCUMPLIMIENTO
38p,4188t,NO SE DETECTO INCUMPLIMIENTO
38p,4189t,NO SE DETECTO INCUMPLIMIENTO
38p,4190t,NO SE DETECTO INCUMPLIMIENTO
38p,4191t,NO SE DETECTO INCUMPLIMIENTO
38p,4192t,NO SE DETECTO INCUMPLIMIENTO
38p,4193t,NO SE DETECTO INCUMPLIMIENTO
38p,4388t,"Carece de la naturaleza del metal mediante los simbolos  ""K""  para oro  cuando se exprese la ley en quilates  o solamente la  expresion  en milesimas;"
38p,4389t,Carece de la  cantidad numerica que indique  la ley del metal
38p,4390t,NO SE DETECTO INCUMPLIMIENTO
38p,4398t,NO SE DETECTO INCUMPLIMIENTO
38p,4401t,NO SE DETECTO INCUMPLIMIENTO
38p,4402t,NO SE DETECTO INCUMPLIMIENTO
38p,4403t,NO SE DETECTO INCUMPLIMIENTO
38p,4404t,NO SE DETECTO INCUMPLIMIENTO
38p,4405t,NO SE DETECTO INCUMPLIMIENTO
38p,4406t,NO SE DETECTO INCUMPLIMIENTO
38p,4407t,NO SE DETECTO INCUMPLIMIENTO
38p,4624t,NO SE DETECTO INCUMPLIMIENTO
38p,4473t,NO SE DETECTO INCUMPLIMIENTO
122p,4473t,NO SE DETECTO INCUMPLIMIENTO
128p,4473t,NO SE DETECTO INCUMPLIMIENTO
140p,4473t,NO SE DETECTO INCUMPLIMIENTO
143p,4473t,NO SE DETECTO INCUMPLIMIENTO
38p,4625t,Carece de la  cantidad numerica que indique  la ley del metal
38p,4626t,NO SE DETECTO INCUMPLIMIENTO
38p,4627t,NO SE DETECTO INCUMPLIMIENTO
83p,4627t,NO SE DETECTO INCUMPLIMIENTO
38p,4628t,Carece de la  cantidad numerica que indique  la ley del metal
38p,4629t,Carece de la  cantidad numerica que indique  la ley del metal
38p,4630t,Carece de la  cantidad numerica que indique  la ley del metal
38p,4631t,NO SE DETECTO INCUMPLIMIENTO
38p,4632t,NO SE DETECTO INCUMPLIMIENTO
38p,4633t,Carece de la  cantidad numerica que indique  la ley del metal
59p,4633t,NO SE DETECTO INCUMPLIMIENTO
83p,4633t,NO SE DETECTO INCUMPLIMIENTO
38p,4634t,NO SE DETECTO INCUMPLIMIENTO
59p,4634t,NO SE DETECTO INCUMPLIMIENTO
38p,4806t,toma de muestras
38p,4807t,toma de muestras
38p,4808t,Carece de pais de origen ( puede presentarse en etiqueta o cintillo )
38p,4810t,Carece de la informacion comercial obligatoria
38p,4813t,Carece de la informacion comercial obligatoria
38p,4825t,NO SE DETECTO INCUMPLIMIENTO
38p,4826t,NO SE DETECTO INCUMPLIMIENTO
38p,5094t,NO SE DETECTO INCUMPLIMIENTO
38p,5095t,Carece de pais de origen ( puede presentarse en etiqueta o cintillo )
38p,5095t,Carece de numero de registro de contraste o logotipo o signo propio del importador o productor  nacional ( para importadores puede presentarse en cint
38p,5096t,NO SE DETECTO INCUMPLIMIENTO
38p,5097t,Carece de pais de origen ( puede presentarse en etiqueta o cintillo )
38p,5098t,Carece de pais de origen ( puede presentarse en etiqueta o cintillo )
38p,5099t,NO SE DETECTO INCUMPLIMIENTO
38p,5100t,Carece de pais de origen ( puede presentarse en etiqueta o cintillo )
38p,5101t,Carece de pais de origen ( puede presentarse en etiqueta o cintillo )
38p,5102t,NO SE DETECTO INCUMPLIMIENTO
38p,5102t,Carece de pais de origen ( puede presentarse en etiqueta o cintillo )
38p,5103t,Carece de pais de origen ( puede presentarse en etiqueta o cintillo )
38p,5104t,NO SE DETECTO INCUMPLIMIENTO
38p,5518t,Carece de las caracteristicas electricas nominales de alimentacion del producto
38p,5518t,NO SE DETECTO INCUMPLIMIENTO
38p,5547t,NO SE DETECTO INCUMPLIMIENTO
38p,5552t,NO SE DETECTO INCUMPLIMIENTO
38p,5553t,NO SE DETECTO INCUMPLIMIENTO
38p,5554t,NO SE DETECTO INCUMPLIMIENTO
38p,5555t,NO SE DETECTO INCUMPLIMIENTO
38p,5556t,NO SE DETECTO INCUMPLIMIENTO
38p,5557t,NO SE DETECTO INCUMPLIMIENTO
38p,5558t,NO SE DETECTO INCUMPLIMIENTO
38p,5559t,Carece de pais de origen ( puede presentarse en etiqueta o cintillo )
38p,5560t,NO SE DETECTO INCUMPLIMIENTO
38p,5561t,NO SE DETECTO INCUMPLIMIENTO
38p,5562t,Carece de pais de origen ( puede presentarse en etiqueta o cintillo )
38p,5563t,NO SE DETECTO INCUMPLIMIENTO
38p,5564t,Carece de pais de origen ( puede presentarse en etiqueta o cintillo )
38p,5580t,NO SE DETECTO INCUMPLIMIENTO
38p,5581t,NO SE DETECTO INCUMPLIMIENTO
38p,5582t,NO SE DETECTO INCUMPLIMIENTO
38p,5583t,NO SE DETECTO INCUMPLIMIENTO
38p,5864t,NO SE DETECTO INCUMPLIMIENTO
38p,5873t,Carece de pais de origen ( puede presentarse en etiqueta o cintillo )
38p,5930t,Carece de Informacion Comercial
38p,5984t,NO SE DETECTO INCUMPLIMIENTO
38p,6003t,NO SE DETECTO INCUMPLIMIENTO
38p,6032t,NO SE DETECTO INCUMPLIMIENTO
38p,6063t,NO SE DETECTO INCUMPLIMIENTO
38p,6089t,NO SE DETECTO INCUMPLIMIENTO
38p,6113t,NO SE DETECTO INCUMPLIMIENTO
38p,6127t,NO SE DETECTO INCUMPLIMIENTO
38p,6434t,NO SE DETECTO INCUMPLIMIENTO
38p,6435t,NO SE DETECTO INCUMPLIMIENTO
38p,6436t,NO SE DETECTO INCUMPLIMIENTO
38p,6437t,NO SE DETECTO INCUMPLIMIENTO
38p,6438t,NO SE DETECTO INCUMPLIMIENTO
38p,6439t,NO SE DETECTO INCUMPLIMIENTO
38p,6440t,NO SE DETECTO INCUMPLIMIENTO
38p,6441t,NO SE DETECTO INCUMPLIMIENTO
38p,6442t,NO SE DETECTO INCUMPLIMIENTO
38p,6443t,NO SE DETECTO INCUMPLIMIENTO
38p,6444t,NO SE DETECTO INCUMPLIMIENTO
38p,6445t,NO SE DETECTO INCUMPLIMIENTO
38p,6446t,NO SE DETECTO INCUMPLIMIENTO
38p,6447t,NO SE DETECTO INCUMPLIMIENTO
38p,6456t,NO SE DETECTO INCUMPLIMIENTO
38p,6462t,NO SE DETECTO INCUMPLIMIENTO
38p,6463t,Carece de la  cantidad numerica que indique  la ley del metal
38p,6464t,NO SE DETECTO INCUMPLIMIENTO
38p,6465t,NO SE DETECTO INCUMPLIMIENTO
38p,6466t,NO SE DETECTO INCUMPLIMIENTO
38p,6467t,NO SE DETECTO INCUMPLIMIENTO
38p,6468t,NO SE DETECTO INCUMPLIMIENTO
38p,6469t,NO SE DETECTO INCUMPLIMIENTO
38p,6470t,NO SE DETECTO INCUMPLIMIENTO
38p,6471t,NO SE DETECTO INCUMPLIMIENTO
38p,6472t,NO SE DETECTO INCUMPLIMIENTO
38p,6478t,NO SE DETECTO INCUMPLIMIENTO
38p,6479t,NO SE DETECTO INCUMPLIMIENTO
38p,6480t,NO SE DETECTO INCUMPLIMIENTO
38p,6481t,NO SE DETECTO INCUMPLIMIENTO
38p,6482t,Carece de Informacion Comercial
38p,6483t,NO SE DETECTO INCUMPLIMIENTO
38p,6484t,Carece de Informacion Comercial
38p,6501t,NO SE DETECTO INCUMPLIMIENTO
38p,6549t,NO SE DETECTO INCUMPLIMIENTO
38p,6619t,NO SE DETECTO INCUMPLIMIENTO
38p,6041t,NO SE DETECTO INCUMPLIMIENTO
83p,6041t,NO SE DETECTO INCUMPLIMIENTO
38p,6678t,NO SE DETECTO INCUMPLIMIENTO
38p,6679t,NO SE DETECTO INCUMPLIMIENTO
38p,6680t,NO SE DETECTO INCUMPLIMIENTO
38p,6681t,NO SE DETECTO INCUMPLIMIENTO
38p,6682t,NO SE DETECTO INCUMPLIMIENTO
38p,6683t,NO SE DETECTO INCUMPLIMIENTO
38p,6684t,NO SE DETECTO INCUMPLIMIENTO
38p,6691t,NO SE DETECTO INCUMPLIMIENTO
38p,6692t,NO SE DETECTO INCUMPLIMIENTO
38p,6693t,NO SE DETECTO INCUMPLIMIENTO
38p,6705t,NO SE DETECTO INCUMPLIMIENTO
38p,6796t,NO SE DETECTO INCUMPLIMIENTO
38p,6797t,"Carece de la naturaleza del metal mediante los simbolos  ""K""  para oro  cuando se exprese la ley en quilates  o solamente la  expresion  en milesimas;"
38p,6798t,NO SE DETECTO INCUMPLIMIENTO
38p,6799t,Carece de Informacion Comercial
38p,6800t,NO SE DETECTO INCUMPLIMIENTO
38p,6801t,NO SE DETECTO INCUMPLIMIENTO
38p,6802t,NO SE DETECTO INCUMPLIMIENTO
38p,6803t,Carece de Informacion Comercial
38p,6804t,Carece de Informacion Comercial
38p,6805t,"Carece de la naturaleza del metal mediante los simbolos  ""K""  para oro  cuando se exprese la ley en quilates  o solamente la  expresion  en milesimas;"
38p,6806t,Carece de Informacion Comercial
38p,7081t,NO SE DETECTO INCUMPLIMIENTO
83p,7081t,NO SE DETECTO INCUMPLIMIENTO
38p,7139t,NO SE DETECTO INCUMPLIMIENTO
38p,7522t,NO SE DETECTO INCUMPLIMIENTO
38p,7693t,NO SE DETECTO INCUMPLIMIENTO
38p,7706t,NO SE DETECTO INCUMPLIMIENTO
38p,7708t,Carece de Informacion Comercial
38p,7791t,Carece de Informacion Comercial
38p,7871t,NO SE DETECTO INCUMPLIMIENTO
38p,7873t,NO SE DETECTO INCUMPLIMIENTO
38p,7874t,NO SE DETECTO INCUMPLIMIENTO
38p,7875t,NO SE DETECTO INCUMPLIMIENTO
38p,7876t,Carece de la  cantidad numerica que indique  la ley del metal
38p,7877t,"Carece de la naturaleza del metal mediante los simbolos  ""K""  para oro  cuando se exprese la ley en quilates  o solamente la  expresion  en milesimas;"
38p,7878t,Carece de logotipo del fabricante
38p,7879t,NO SE DETECTO INCUMPLIMIENTO
38p,7880t,NO SE DETECTO INCUMPLIMIENTO
38p,7881t,Carece de logotipo del fabricante
38p,8131t,NO SE DETECTO INCUMPLIMIENTO
38p,8143t,NO SE DETECTO INCUMPLIMIENTO
38p,8144t,NO SE DETECTO INCUMPLIMIENTO
38p,8145t,NO SE DETECTO INCUMPLIMIENTO
38p,8146t,NO SE DETECTO INCUMPLIMIENTO
38p,8147t,NO SE DETECTO INCUMPLIMIENTO
38p,8148t,NO SE DETECTO INCUMPLIMIENTO
38p,8149t,NO SE DETECTO INCUMPLIMIENTO
38p,8150t,NO SE DETECTO INCUMPLIMIENTO
38p,8151t,NO SE DETECTO INCUMPLIMIENTO
38p,8152t,NO SE DETECTO INCUMPLIMIENTO
38p,8153t,NO SE DETECTO INCUMPLIMIENTO
38p,8154t,NO SE DETECTO INCUMPLIMIENTO
38p,8155t,NO SE DETECTO INCUMPLIMIENTO
38p,8230t,Carece de Informacion Comercial
38p,8257t,NO SE DETECTO INCUMPLIMIENTO
38p,8258t,NO SE DETECTO INCUMPLIMIENTO
38p,8259t,NO SE DETECTO INCUMPLIMIENTO
38p,8260t,NO SE DETECTO INCUMPLIMIENTO
38p,8435t,NO SE DETECTO INCUMPLIMIENTO
38p,8498t,NO SE DETECTO INCUMPLIMIENTO
38p,8499t,NO SE DETECTO INCUMPLIMIENTO
38p,8500t,NO SE DETECTO INCUMPLIMIENTO
38p,8798t,Carece de numero de registro de contraste o logotipo o signo propio del importador o productor  nacional ( para importadores puede presentarse en cint
38p,8799t,Carece de numero de registro de contraste o logotipo o signo propio del importador o productor  nacional ( para importadores puede presentarse en cint
38p,8799t,NO SE DETECTO INCUMPLIMIENTO
38p,8806t,Carece de logotipo del fabricante
38p,8957t,NO SE DETECTO INCUMPLIMIENTO
38p,8958t,NO SE DETECTO INCUMPLIMIENTO
38p,8959t,NO SE DETECTO INCUMPLIMIENTO
38p,8960t,NO SE DETECTO INCUMPLIMIENTO
38p,8961t,NO SE DETECTO INCUMPLIMIENTO
38p,8962t,NO SE DETECTO INCUMPLIMIENTO
38p,8963t,NO SE DETECTO INCUMPLIMIENTO
38p,8964t,NO SE DETECTO INCUMPLIMIENTO
38p,9870t,Carece de numero de registro de contraste o logotipo o signo propio del importador o productor  nacional ( para importadores puede presentarse en cint
38p,9871t,NO SE DETECTO INCUMPLIMIENTO
38p,9872t,NO SE DETECTO INCUMPLIMIENTO
38p,9880t,Carece de pais de origen ( puede presentarse en etiqueta o cintillo )
38p,9881t,NO SE DETECTO INCUMPLIMIENTO
38p,9882t,"Carece de la naturaleza del metal mediante los simbolos  ""K""  para oro  cuando se exprese la ley en quilates  o solamente la  expresion  en milesimas;"
38p,9883t,NO SE DETECTO INCUMPLIMIENTO
38p,9884t,Carece de la  cantidad numerica que indique  la ley del metal
38p,9885t,Carece de logotipo del fabricante
38p,10142t,NO SE DETECTO INCUMPLIMIENTO
59p,10142t,NO SE DETECTO INCUMPLIMIENTO
38p,10145t,NO SE DETECTO INCUMPLIMIENTO
38p,10167t,NO SE DETECTO INCUMPLIMIENTO
59p,10167t,NO SE DETECTO INCUMPLIMIENTO
83p,10167t,NO SE DETECTO INCUMPLIMIENTO
38p,10195t,NO SE DETECTO INCUMPLIMIENTO
59p,10195t,NO SE DETECTO INCUMPLIMIENTO
83p,10195t,NO SE DETECTO INCUMPLIMIENTO
38p,10328t,NO SE DETECTO INCUMPLIMIENTO
139p,10328t,NO SE DETECTO INCUMPLIMIENTO
38p,10329t,NO SE DETECTO INCUMPLIMIENTO
38p,10330t,NO SE DETECTO INCUMPLIMIENTO
38p,10331t,NO SE DETECTO INCUMPLIMIENTO
38p,10332t,NO SE DETECTO INCUMPLIMIENTO
38p,10336t,"Carece de la naturaleza del metal mediante los simbolos  ""K""  para oro  cuando se exprese la ley en quilates  o solamente la  expresion  en milesimas;"
38p,10337t,NO SE DETECTO INCUMPLIMIENTO
38p,10338t,NO SE DETECTO INCUMPLIMIENTO
38p,10339t,NO SE DETECTO INCUMPLIMIENTO
38p,10340t,NO SE DETECTO INCUMPLIMIENTO
139p,10340t,NO SE DETECTO INCUMPLIMIENTO
38p,10341t,NO SE DETECTO INCUMPLIMIENTO
38p,10342t,Carece de la  cantidad numerica que indique  la ley del metal
38p,10342t,NO SE DETECTO INCUMPLIMIENTO
38p,10479t,NO SE DETECTO INCUMPLIMIENTO
38p,10480t,Carece de Informacion Comercial
38p,10522t,NO SE DETECTO INCUMPLIMIENTO
38p,10523t,NO SE DETECTO INCUMPLIMIENTO
38p,10524t,NO SE DETECTO INCUMPLIMIENTO
38p,10525t,NO SE DETECTO INCUMPLIMIENTO
38p,10526t,NO SE DETECTO INCUMPLIMIENTO
38p,10527t,NO SE DETECTO INCUMPLIMIENTO
38p,10528t,NO SE DETECTO INCUMPLIMIENTO
38p,10529t,Carece de numero de registro de contraste o logotipo o signo propio del importador o productor  nacional ( para importadores puede presentarse en cint
39p,91t,Carece de la informacion comercial obligatoria
39p,92t,NO SE DETECTO INCUMPLIMIENTO
39p,96t,NO SE DETECTO INCUMPLIMIENTO
39p,326t,NO SE DETECTO INCUMPLIMIENTO
39p,390t,La informacion comercial obligatoria que se presenta en idioma español con respecto a la que se expresa en otro idioma se presenta con una altura meno
39p,1105t,NO SE DETECTO INCUMPLIMIENTO
39p,1109t,NO SE DETECTO INCUMPLIMIENTO
39p,1160t,NO SE DETECTO INCUMPLIMIENTO
39p,1165t,NO SE DETECTO INCUMPLIMIENTO
39p,1167t,NO SE DETECTO INCUMPLIMIENTO
39p,1533t,NO SE DETECTO INCUMPLIMIENTO
60p,1533t,NO SE DETECTO INCUMPLIMIENTO
39p,1537t,NO SE DETECTO INCUMPLIMIENTO
60p,1537t,NO SE DETECTO INCUMPLIMIENTO
141p,1537t,NO SE DETECTO INCUMPLIMIENTO
39p,1547t,NO SE DETECTO INCUMPLIMIENTO
60p,1547t,NO SE DETECTO INCUMPLIMIENTO
141p,1547t,NO SE DETECTO INCUMPLIMIENTO
161p,1547t,NO SE DETECTO INCUMPLIMIENTO
39p,1548t,NO SE DETECTO INCUMPLIMIENTO
60p,1548t,NO SE DETECTO INCUMPLIMIENTO
63p,1548t,NO SE DETECTO INCUMPLIMIENTO
141p,1548t,NO SE DETECTO INCUMPLIMIENTO
39p,1550t,NO SE DETECTO INCUMPLIMIENTO
60p,1550t,NO SE DETECTO INCUMPLIMIENTO
141p,1550t,NO SE DETECTO INCUMPLIMIENTO
39p,1554t,NO SE DETECTO INCUMPLIMIENTO
60p,1554t,NO SE DETECTO INCUMPLIMIENTO
39p,1587t,NO SE DETECTO INCUMPLIMIENTO
39p,1591t,NO SE DETECTO INCUMPLIMIENTO
60p,1591t,NO SE DETECTO INCUMPLIMIENTO
63p,1591t,NO SE DETECTO INCUMPLIMIENTO
39p,1595t,NO SE DETECTO INCUMPLIMIENTO
60p,1595t,NO SE DETECTO INCUMPLIMIENTO
39p,1616t,NO SE DETECTO INCUMPLIMIENTO
78p,1616t,NO SE DETECTO INCUMPLIMIENTO
39p,1617t,NO SE DETECTO INCUMPLIMIENTO
42p,1617t,NO SE DETECTO INCUMPLIMIENTO
60p,1617t,NO SE DETECTO INCUMPLIMIENTO
39p,1653t,NO SE DETECTO INCUMPLIMIENTO
39p,1658t,NO SE DETECTO INCUMPLIMIENTO
60p,1658t,NO SE DETECTO INCUMPLIMIENTO
39p,1675t,NO SE DETECTO INCUMPLIMIENTO
39p,1676t,NO SE DETECTO INCUMPLIMIENTO
60p,1676t,NO SE DETECTO INCUMPLIMIENTO
39p,1677t,NO SE DETECTO INCUMPLIMIENTO
161p,1677t,NO SE DETECTO INCUMPLIMIENTO
39p,1678t,NO SE DETECTO INCUMPLIMIENTO
161p,1678t,NO SE DETECTO INCUMPLIMIENTO
39p,1682t,NO SE DETECTO INCUMPLIMIENTO
60p,1682t,NO SE DETECTO INCUMPLIMIENTO
63p,1682t,NO SE DETECTO INCUMPLIMIENTO
39p,1736t,NO SE DETECTO INCUMPLIMIENTO
60p,1736t,NO SE DETECTO INCUMPLIMIENTO
39p,1738t,NO SE DETECTO INCUMPLIMIENTO
60p,1738t,NO SE DETECTO INCUMPLIMIENTO
39p,1741t,NO SE DETECTO INCUMPLIMIENTO
60p,1741t,NO SE DETECTO INCUMPLIMIENTO
39p,1742t,NO SE DETECTO INCUMPLIMIENTO
60p,1742t,NO SE DETECTO INCUMPLIMIENTO
39p,1793t,NO SE DETECTO INCUMPLIMIENTO
60p,1793t,NO SE DETECTO INCUMPLIMIENTO
39p,1803t,NO SE DETECTO INCUMPLIMIENTO
60p,1803t,NO SE DETECTO INCUMPLIMIENTO
78p,1803t,NO SE DETECTO INCUMPLIMIENTO
39p,1884t,NO SE DETECTO INCUMPLIMIENTO
60p,1884t,NO SE DETECTO INCUMPLIMIENTO
161p,1884t,NO SE DETECTO INCUMPLIMIENTO
39p,1885t,NO SE DETECTO INCUMPLIMIENTO
60p,1885t,NO SE DETECTO INCUMPLIMIENTO
39p,1886t,NO SE DETECTO INCUMPLIMIENTO
60p,1886t,NO SE DETECTO INCUMPLIMIENTO
39p,1887t,NO SE DETECTO INCUMPLIMIENTO
60p,1887t,NO SE DETECTO INCUMPLIMIENTO
141p,1887t,NO SE DETECTO INCUMPLIMIENTO
39p,1900t,NO SE DETECTO INCUMPLIMIENTO
63p,1900t,NO SE DETECTO INCUMPLIMIENTO
78p,1900t,NO SE DETECTO INCUMPLIMIENTO
161p,1900t,NO SE DETECTO INCUMPLIMIENTO
39p,1922t,NO SE DETECTO INCUMPLIMIENTO
68p,1922t,NO SE DETECTO INCUMPLIMIENTO
141p,1922t,NO SE DETECTO INCUMPLIMIENTO
161p,1922t,NO SE DETECTO INCUMPLIMIENTO
162p,1922t,NO SE DETECTO INCUMPLIMIENTO
191p,1922t,NO SE DETECTO INCUMPLIMIENTO
39p,1703t,NO SE DETECTO INCUMPLIMIENTO
60p,1703t,NO SE DETECTO INCUMPLIMIENTO
63p,1703t,NO SE DETECTO INCUMPLIMIENTO
68p,1703t,NO SE DETECTO INCUMPLIMIENTO
39p,1923t,NO SE DETECTO INCUMPLIMIENTO
68p,1923t,NO SE DETECTO INCUMPLIMIENTO
39p,1924t,NO SE DETECTO INCUMPLIMIENTO
68p,1924t,NO SE DETECTO INCUMPLIMIENTO
39p,1963t,NO SE DETECTO INCUMPLIMIENTO
58p,1963t,NO SE DETECTO INCUMPLIMIENTO
79p,1963t,NO SE DETECTO INCUMPLIMIENTO
39p,1967t,NO SE DETECTO INCUMPLIMIENTO
58p,1967t,NO SE DETECTO INCUMPLIMIENTO
63p,1967t,NO SE DETECTO INCUMPLIMIENTO
162p,1967t,NO SE DETECTO INCUMPLIMIENTO
39p,1996t,NO SE DETECTO INCUMPLIMIENTO
60p,1996t,NO SE DETECTO INCUMPLIMIENTO
191p,1996t,NO SE DETECTO INCUMPLIMIENTO
39p,1997t,NO SE DETECTO INCUMPLIMIENTO
63p,1997t,NO SE DETECTO INCUMPLIMIENTO
161p,1997t,NO SE DETECTO INCUMPLIMIENTO
191p,1997t,NO SE DETECTO INCUMPLIMIENTO
39p,2004t,NO SE DETECTO INCUMPLIMIENTO
39p,2006t,NO SE DETECTO INCUMPLIMIENTO
42p,2006t,NO SE DETECTO INCUMPLIMIENTO
81p,2006t,NO SE DETECTO INCUMPLIMIENTO
121p,2006t,NO SE DETECTO INCUMPLIMIENTO
39p,2028t,NO SE DETECTO INCUMPLIMIENTO
191p,2028t,NO SE DETECTO INCUMPLIMIENTO
39p,2032t,NO SE DETECTO INCUMPLIMIENTO
60p,2032t,NO SE DETECTO INCUMPLIMIENTO
39p,2033t,NO SE DETECTO INCUMPLIMIENTO
191p,2033t,NO SE DETECTO INCUMPLIMIENTO
39p,2034t,NO SE DETECTO INCUMPLIMIENTO
60p,2034t,NO SE DETECTO INCUMPLIMIENTO
141p,2034t,NO SE DETECTO INCUMPLIMIENTO
39p,2076t,NO SE DETECTO INCUMPLIMIENTO
39p,2338t,NO SE DETECTO INCUMPLIMIENTO
39p,2513t,NO SE DETECTO INCUMPLIMIENTO
39p,2654t,NO SE DETECTO INCUMPLIMIENTO
141p,2654t,NO SE DETECTO INCUMPLIMIENTO
39p,2655t,NO SE DETECTO INCUMPLIMIENTO
60p,2655t,NO SE DETECTO INCUMPLIMIENTO
39p,2656t,NO SE DETECTO INCUMPLIMIENTO
161p,2656t,NO SE DETECTO INCUMPLIMIENTO
39p,2657t,NO SE DETECTO INCUMPLIMIENTO
60p,2657t,NO SE DETECTO INCUMPLIMIENTO
39p,2658t,NO SE DETECTO INCUMPLIMIENTO
39p,2661t,NO SE DETECTO INCUMPLIMIENTO
161p,2661t,NO SE DETECTO INCUMPLIMIENTO
39p,2718t,NO SE DETECTO INCUMPLIMIENTO
39p,2907t,NO SE DETECTO INCUMPLIMIENTO
39p,2910t,NO SE DETECTO INCUMPLIMIENTO
39p,2949t,NO SE DETECTO INCUMPLIMIENTO
60p,2949t,NO SE DETECTO INCUMPLIMIENTO
39p,3004t,No cumple con las especificaciones de seguridad establecida.
39p,3034t,NO SE DETECTO INCUMPLIMIENTO
60p,3034t,NO SE DETECTO INCUMPLIMIENTO
78p,3034t,NO SE DETECTO INCUMPLIMIENTO
39p,3036t,NO SE DETECTO INCUMPLIMIENTO
60p,3036t,NO SE DETECTO INCUMPLIMIENTO
39p,3040t,NO SE DETECTO INCUMPLIMIENTO
60p,3040t,NO SE DETECTO INCUMPLIMIENTO
39p,3044t,NO SE DETECTO INCUMPLIMIENTO
56p,3044t,NO SE DETECTO INCUMPLIMIENTO
161p,3044t,NO SE DETECTO INCUMPLIMIENTO
39p,3060t,NO SE DETECTO INCUMPLIMIENTO
60p,3060t,NO SE DETECTO INCUMPLIMIENTO
78p,3060t,NO SE DETECTO INCUMPLIMIENTO
39p,3074t,NO SE DETECTO INCUMPLIMIENTO
60p,3074t,NO SE DETECTO INCUMPLIMIENTO
39p,3076t,NO SE DETECTO INCUMPLIMIENTO
60p,3076t,NO SE DETECTO INCUMPLIMIENTO
39p,3079t,NO SE DETECTO INCUMPLIMIENTO
60p,3079t,NO SE DETECTO INCUMPLIMIENTO
160p,3079t,NO SE DETECTO INCUMPLIMIENTO
39p,3080t,NO SE DETECTO INCUMPLIMIENTO
60p,3080t,NO SE DETECTO INCUMPLIMIENTO
39p,3090t,NO SE DETECTO INCUMPLIMIENTO
60p,3090t,NO SE DETECTO INCUMPLIMIENTO
160p,3090t,NO SE DETECTO INCUMPLIMIENTO
39p,3374t,NO SE DETECTO INCUMPLIMIENTO
39p,3422t,NO SE DETECTO INCUMPLIMIENTO
60p,3422t,NO SE DETECTO INCUMPLIMIENTO
63p,3422t,NO SE DETECTO INCUMPLIMIENTO
39p,3424t,NO SE DETECTO INCUMPLIMIENTO
161p,3424t,NO SE DETECTO INCUMPLIMIENTO
162p,3424t,NO SE DETECTO INCUMPLIMIENTO
39p,3449t,NO SE DETECTO INCUMPLIMIENTO
161p,3449t,NO SE DETECTO INCUMPLIMIENTO
39p,3450t,NO SE DETECTO INCUMPLIMIENTO
63p,3450t,NO SE DETECTO INCUMPLIMIENTO
39p,3473t,NO SE DETECTO INCUMPLIMIENTO
39p,5918t,Carece de nombre  denominacion o razon social y domicilio fiscal del fabricante o responsable de la fabricacion para productos nacionales o del import
39p,5921t,NO SE DETECTO INCUMPLIMIENTO
39p,5925t,NO SE DETECTO INCUMPLIMIENTO
39p,5932t,NO SE DETECTO INCUMPLIMIENTO
39p,5933t,NO SE DETECTO INCUMPLIMIENTO
39p,5935t,NO SE DETECTO INCUMPLIMIENTO
39p,5946t,NO SE DETECTO INCUMPLIMIENTO
63p,5946t,NO SE DETECTO INCUMPLIMIENTO
39p,5949t,NO SE DETECTO INCUMPLIMIENTO
39p,5953t,NO SE DETECTO INCUMPLIMIENTO
39p,5977t,NO SE DETECTO INCUMPLIMIENTO
60p,5977t,NO SE DETECTO INCUMPLIMIENTO
39p,6109t,NO SE DETECTO INCUMPLIMIENTO
39p,6164t,NO SE DETECTO INCUMPLIMIENTO
39p,6212t,NO SE DETECTO INCUMPLIMIENTO
39p,6240t,NO SE DETECTO INCUMPLIMIENTO
